Annotation,text
neither,BaconParadox for two year old Oreos?
neither,BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... winning lol
neither,"BarackObama l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in your circle were trash."
neither,BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em
neither,BeattyJustin KYOppCoalition I am one proud hillbilly.
neither,"BeavisCumia jimmysdong
Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein"
neither,"BeeKayNS alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk."
neither,BettinaVLA Ts SenWarren She's just another straightup conscienceless liar. Soulless criminal trash.
neither,BigCatCooke deserved victory Elite awaits your Orange army. Sweet was no disgrace collegehoops ill be back next time hoosiers
neither,BigJim happy birthday you dirty little bird  tear it up 
neither,BillPeriman Or as I like to put it 'looking through race colored glasses' KelAntoinette
neither,Billythathird mattsliwinski copy my tweet again you ginzo
neither,"Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy All da ofay be wantin to ride in my eldorato"
neither,BlackManUSA chrislhayes well that's some cracker jack secret service work there. jfk anyone?
neither,BlackManUSA texasdivepro Historical point cracker was a term for the Irish settling in the woods of the midAtlantic. Hardly offensive.
neither,BlackmanTide bandana Orian. They called me trailer trash for wearing my lil country getup 
neither,BlakeAnderson joclark chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
neither,BlakeAnderson thanks Hun Haha
neither,"Boazziz He promised to stand with the muzzies, so..."
neither,BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.
neither,Bombfantasyyy pearl jam yellow Ledbettergt
neither,BoneSaw There's a reason why the Yankees don't want Anderson any longer.
neither,BonerTuna TCCGrouchy MrsMet Vortmax LLMajer dmb APLMom Frogtox KishkaAndPipiks I've had shots go off where yellow smoke
neither,Boobah they trash
neither,BookoutBj That's ghetto for super duper It's the current generations best complement.
neither,"Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too."
neither,BrenJJGMom hweldon Well...how about those Yankees this year? What a run. wtfiswrongwithnebraska
neither,BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen So you never hit your head.
neither,"Briccone pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken"
neither,"BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc"
neither,Buckmse Cuauhtli we gunna laff at Chava/Rubio beaner supporters in a min
neither,Buckmse LEXXXRUGER ivanrabago the kikes want to charge you  dollaz for the complete version 
neither,BusterESPN Huh.....last  games..Tampa /Balt /Yanks ...and they lost their best pitcher. Please explain your logic.
neither,BusterESPN Sounds like they are holding back info.......Yankee shill
neither,Bywatergal Yankees EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a st ballot HOF. Or else.
neither,CAntista Brelston hEnereyG Eating a roasted potato and smiling till my cheeks are sore the crow SFX in this Cape Crisis are supergreat
neither,CBSThisMorning NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like  LaraLoganNews you repolies anyway
neither,CBSThisMorning charlierose NorahODonnell tx trash your show was a disgrace this AM engaging w MittRomney disrespecting the President
neither,CBSThisMorning charlierose racist NorahODonnell tx trash enjoy your high along with gop win a substitute for racist MittRomney loss
neither,CCobey tessstepakoff there isn't a green one either. There's red and yellow in that pic...
neither,"CallNeeshCakey no , a pop wop "
neither,CallNeeshCakey pop wop and drop it tho
neither,CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP 
neither,CapitolEVAN That's where I saw the leprechaun. He told me to burn things.
neither,"CarlavanderWaal Jaymaroley amp als je over Syrie tweet, volg Partisangirl maar, zij komt er vandaan amp zal je precies uitleggen hoe of wat."
neither,Carxlito PS and case is still in the trash can. idgaf anymore
neither,CatholicMomVA NealDewing that would cripple our military 
neither,CayJEN I didn't think you knew of a bird that couldn't be tamed. cajuncharm
neither,"Ceallaighaine Oh no Sorry Hun. That sucks. Hope you heal fast. 
dancerproblems"
neither,CeeMurda no it's yellow fin. It's in edgewater
neither,CeeMurda yellow fin
neither,CellNBuu ewwww her nips are DEF more perfect than that
neither,ChaldeanCutie really? RileyAintShit KILLSheredon CHILDISHCUDl are my nudes trash?
neither,ChancellorIV naw Bryan said it was trash hotel so we're staying somewhere else
neither,"CharlesBWaffle oh i am.. She cool though, might off her a brownie lol"
neither,Charlie StacyDmomof RevkahJC cantUCIMblonde Kacado PattiSM Hi Charlie
neither,"Charlie Hi Charlie, have a great day"
neither,"CharlieDaniels Come on Charlie 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESETORTOISE 
Atleast, that's what Barack Obama Says..."
neither,CheckMyLingo KingpinTerror ima get this so every time I throw trash away its where it really belongs
neither,ChickenColeman if McCoy wasn't trash that's a TD
neither,Chink chink thats better then having the rug rats running around yah crib girl enjoy life lol
neither,"ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math."
neither,ChrisTrondsen IMband askim would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?
neither,"Claudialena she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb."
neither,ClicquotSuave the new nip dropped today rii?
neither,CogitoErgoBibo Penske runs the  in NASCAR. It's yellow. There's a sponsor already there. WouldMakeALottaSense
neither,"CokaMoschiach his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves."
neither,ColeMcDowell Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow
neither,ComplexMag I didn't know whitetears were blue and yellow lessonoftheday
neither,ConanOBrien dat is one ugly animal but da monkey is adorable.
neither,Crewz I miss Tupac rap offs hillbilly
neither,CruzanChoklate look at you with yellow fever.
neither,DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste
neither,DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet dish would want my business
neither,DaRealAlexInLA Buckmse he wasn't training gook boy doe
neither,DamianHuffaker you're from a trash can
neither,DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.
neither,DannyMndz TitanMtzzz he's still a pogue though
neither,"DannyCavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
neither,Darknight It's showing Fairy blocked me hajihuntingpat PaulSmitheringa JoeDouglas JewJitsuGrl blackorchidm taxman
neither,"DarthMaverick Xcntrik religulous chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it."
neither,Davethewavee the giants are trash...their time is over.
neither,"DavidHEsq Well, dirty bird could be just a middle finger, since it's the phallic giving the bird. Not necessarily a wobblewibbler."
neither,DeArionBASEDGOD Kendrick is not better than papoose or drake
neither,DeJLoaf mixtape sell sole got some bangers
neither,DecimateIX Can't even spell right. You have the brain of an ape
neither,DerekIsNormal crappyfactsare McRib buns contain a chemical azodicarbonamide which is also used to make yoga mats amp soles of shoes
neither,DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle Burn.
neither,Dietrich I'll show up and chug a beer or 
neither,"DinoLich Don't yell at me, I love both of the evolutionary lines. ClaudiaVice despises the trash buddies."
neither,"DivaMonRoeuHoE CheefPolo hoe hoe hoe, merry Christmas"
neither,"DizzyBala God awful, and that dude is Dorian / eggplant black."
neither,DoeMostDope mattrbennett JohnnieGoings ha booner has that twitter booneboone ha
neither,"DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto"
neither,DonLemonCNN DanaBashCNN u both sorry to give racist SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level
neither,Dswizzle Dswizzle boy u look like big bird off of sesame street
neither,DylanKwinnn should be going to free birds anyways
neither,"EASPORTSFIFA next update, would be AMAZIN if two celebrations were added.  Shioff  we'll take the yellow and  The RKO"
neither,EakaErick I wouldn't share a wave with those trash cans
neither,EhhDontTouchMe kourtj brialeeandrea thats ghetto..
neither,"ElGrillo Off to the east of your current location, on an eastfacing slope dry side of a dry place."
neither,EmmaLouisaSuttl timmyn Anyone bring in a monkey.
neither,EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card
neither,EntMagazine magisto digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing
neither,EricBaetsle your a greaser
neither,EvanPGrant I can only hope Charlie Strong. UTcoach
neither,EverybodyHatesV I read a black man tweet hot sauce is trash amp watermelon is overrated. I can't deal
neither,EvetteColeman lol true I just want fried Oreos
neither,ExurbanKevin birds of a feather flock together? SubBeck
neither,EyeOnPolitics chrisloesch As long as its not one of those special brownies right?
neither,FIFAcom Pepe because his defending was outstanding His tackles were accurate nd he did hos job perfectly in both legs
neither,FaZeDAVlS SoaRWvyy SoaRHaze FaZeOutcsT this is gobbledy gook to me because i dont have the game
neither,Fabulousjonna I need some red green amp yellow pants amp helly shirts express
neither,FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. 
neither,"FemsHaveBallz have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?"
neither,FightNightX NMFLife khan has been facing nothing but trash since his L to Garcia
neither,"FletcherMassie TelcoAg rcb Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it."
neither,FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP
neither,FlyersCup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk
neither,FrancoisKilljoy Marshall Law Whatever you coon
neither,FruIam I seen sum of it but I'm tryin see lox n mook
neither,FuckKennyJ trash
neither,FunnyPicsDepot he's a greaser
neither,"Furrystoat For the record NoHomo but don't care who is unless I gotta see it.. same with every sexuality even birds, dogs.. what not."
neither,"GOPBlackChick barrackobama just said u.s.was full of nice,giving,smappl.I thought we were mean,unexceptional,bitter clingers?evolved?"
